NKT,NKTscore,P,Pscore,Q,Qscore,S,Sscore,W,Wscore,kode_lelang,nama_paket,score,tahun_anggaran
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,13892042,Pengadaan Pakaian Dinas beserta Perlengkapannya,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,564262,Pengadaan Alat Laboratorium Untuk Keperluan Fakultas Kedokteran Universitas Airlangga Tahun Anggaran 2018,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6579034,Peningkatan dan Pelebaran Bahu Jalan Kemang Raya-Raden Saleh,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1977317,Dokumen Analisis Dampak Lalu Lintas (ANDALALIN) Bandara Bersujud Batulicin,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4881415,Belanja Modal Gedung dan Bangunan-Rehab. Berat Gedung Dewan Pendidikan Kabupaten Tuban,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2511200,Belanja Modal Kontruksi Rehabilitasi Sedang/Berat Polindes Klompangan Puskesmas Ajung,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6568034,Pembangunan Jembatan Mushola Al Mutaqin RT 004 RW 02 Kel Meruyung Kec Limo,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2995413,Peningkatan Jalan  di ruas Jalan PD Komis - Kramat,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,812382,Paket Perlengkapan Sekolah,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,5636168,"Pembangunan 1 (Satu) Unit Box Culvert Precash di Jalan Kol.Wahid Udin, Kec. Sekayu",0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2451440,Bangunan Pelengkap Jalan Rancamacan,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2876234,"Belanja Modal Konstruksi Drainase ( Jl. Tarakan, Dsk Kel. Malimongan Kec. Wajo)",0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2404200,Belanja Modal Konstruksi Rehabilitasi Sedang/Berat Pustu Garahan Puskesmas Silo I,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4272111,Rehab pagar kantor DPRD,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3830021,"Rehabilitasi Gedung Rektorat, Perpustakaan, Galery",0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,17781106,Konstruksi Fisik Lanjutan Pengembangan Pasar Induk Lambaro,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3476364,Pembagunan Sekertariat KKSS,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3245019,PENGAWASAN LANJUTAN JL. OUTERING ROAD UTARA JEMBATAN SIAK V - AKSES TOL PEKANBARU - DUMAI (MULTIYEARS),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1119538,Penambahan Titik Lampu Penerangan Terminal Penumpang Domestik Telaga Punggur,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,776678,Pembangunan Jalan Butas SP3 PAM Korolomama,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,22191047,Pengadaan Konsumsi Pelatihan Pembekalan Team Base Nusantara Sehat Batch 11,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6395291,Pengadaan Bibit Produktif (Paket 3) Balai Pengelolaan DASHL Brantas Sampean Tahun 2018,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,47591114,Penyusunan Lini Massa di Media Sosial Tahun 2018,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3008413,Peningkatan Jalan  di ruas Jalan PD Angsokah - Jrengoan,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1358526,"Peningkatan Jalan, Jl. Rela",0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,13874042,"Pengadaan Mesin Kemasan Kegiatan Pengadaan Mesin Laminasi Window, Mesin Cutting and Printing Stiker dan Mesin Sablon Plastik Dua Warna",0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2623200,Rehabilitasi Gedung dan Interior Kantor Kecamatan (Kecamatan Wuluhan),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,17741106,Pembangunan Sarana Pendukung Kandang Sapi,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6290291,Pembuatan sumur bor KHG Sungai Sambas Besar - Sungai Seiyung (Paket SBO - 60 - 2 Satuan),0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,555648,Pembangunan Jalan dan Jembatan Ruas Jalan Yuwainda - Kali pao,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,47557114,Pelaksanaan Pekan Nasional Keselamatan Jalan Di Provinsi Sulawesi Utara,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7535601,Belanja Cetak Raport Siswa SD Kelas I Kurikulum 2013,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3699093,Penataan Kawasan Al-Fathu,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1389500,Penambahan ruang kelas sekolah dasar (Pemb. Ruang kelas dan 1 ruang kantor SDN TOBADDUNG KLAMPIS) 1.01.1.01.01.00.16.111,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6245291,Pembangunan Digester Ternak di Kabupaten Bogor Tahun 2018,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,12304016,Belanja Pakaian Dinas dan Atributnya,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,43099064,Pembangunan Waduk Gondang Lanjutan di Kab. Karanganyar;Jawa Tengah;0 Bendungan;0 Juta M3;F;K;MYC,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,189095,Pengadaan Jasa Konsultansi untuk Survei Pengukuran Kinerja Mahkamah Konstitusi TA. 2018,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2872234,Belanja Modal Pengadaan Konstruksi Pintu Air (Pembangunan Rumah Pompa + Pintu Air Jl. Urip Sumoharjo),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1019295,Pembangunan Jalan Kampus Untad II (Lanjutan) DID,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,931284,Pembangunan Pagar Sekolah SMPN 4 Tombatu,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1971501,Peningkatan Jl. Sojomerto - Kalibareng,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2103624,"Peningkatan dan Rehabilitasi Jalan Lingkungan Kawasan Kelurahan Koto Baru, Banuaran dan Pampangan",0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2250289,Pemb. Jembatan Paniki Bonda,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7331103,Peningkatan Jalan Lingkungan Kel. II Ilir Kec. IT II,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4946260,PEMBANGUNAN SMP NEGERI 56 BANDUNG,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1067586,Lanjutan Pembangunan Air Mancur Lapangan Sintuwu Maroso,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2935274,Peningkatan Jalan Lingkungan Arah SMPN 26 Desa Karang Anyar Kec. Gedong Tataan,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2791176,Peningkatan Jalan Lingkungan Jl. Angrek Ungu Desa Amin Jaya Kec. P. Banteng ??,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,5477119,Pekerjaan Paket IPA Kapasitas 30 lt/dt di Istalasi Batu-Batu PDAM Cabang Muara Badak,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1846141,Pengadaan Rehab Puskesmas Pembantu Karang Karangpandan,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6363291,Uji emisi dalam rangka uji coba insenerator,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2503211,Peningkatan Jalan Kapten Rusdiyat (lanjutan),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,932552,Pembangunan Pagar SDN 1 Linawan,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3394161,Rehab Total SDN 26 Air Jamban,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,749590,Pembangunan jalan tembus lingkungan lebak Kel. Pojok,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,955278,Pengadan Bangunan Ruang Isolasi,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3119386,Misi Penjualan Denmark,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2043641,Pengadaan Gerobak Etalase (65 Unit),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,544648,Peningkatan Jalan Ruas Warlef - Yabanda 2,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,8043010,Konstruksi Jalan Paving Baru Lebar (tbl. 6 cm) lebar 2m +saluran30/40 + cover satu sisi (JL. KAPAS LOR I RW. 6 ),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2980274,Pembangunan Jembatan Gantung Desa Umbul Limus Kec. Marga Punduh,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4892415,Belanja Pembangunan Pagar belakang Kantor DPRD,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,397653,Peralatan Akuisisi Data Pengujian Roket Cair,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2562200,Paket 13 (Desa Karangbayat Kecamatan Sumberbaru dan Desa Darungan Kecamatan Tanggul),0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3919380,Belanja Modal Alat Alat Angkutan Darat Bermotor Sedan,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2291032,"PENINGKATAN JALAN NGRAPAH - PANCURAN, KEC. BANYUBIRU",0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2890250,Pemasangan Paving Blok Dusun Rumbia Desa Tanete Kec. Simbang,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4277111,Pemb. jamban sehat  bagi masyarakat miskin Ds. Prambon-Prambon,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1340273,Pengadaan Peralatan Lab Instalasi dan distribusi Teknik Elektro Politeknik Negeri Ambon,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,13865042,PELAKSANAAN PEMBANGUNAN RKB SMA N 1 TAYU KABUPATEN PATI,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,534170,Pembangunan RKB MIN 8 Aceh Tenggara,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2161418,Peningkatan Jalan Paldua - Nyalindung,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2145510,Cor Beton dalam Kampung Desa Tokung,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2912274,Peningkatan Jalan Lingkungan Dsn. Kemuning - Dsn. Umbul Lebak Desa Gunung Sugih Kec. Kedondong,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2877234,"Belanja Modal Konstruksi Drainase (Jl. Muh. Jufri Lr. 1 Rw.004, Dsk Kel. Rappojawa Kec. Tallo, Dsk)",0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1401420,Pembangunan Tembok Penahan Tanah (TPT) dan Bronjong jalan Londut - Silimut,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3519156,Pengerasan Jalan Desa Jermun (Pampangan),0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1407132,Perencanaan Peningkatan Jalan (APBN/DAK) 2019,0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2737257,Fisik Meterisasi PJU Rayon PLN Blora,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7361025,"Revitalisasi Museum Etnobotani, Bogor: Rancang Bangun",0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2581524,Pengadaan suku cadang display informasi cuaca bandara (tender tidak mengikat),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1133294,PENGADAAN JALAN MASUK OBJEK WISATA PATUNG TUHAN YESUS MEMBERKATI BALIRANGENG,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1455493,Pembangunan Penyediaan Jaringan Distribusi/Perpipaan Kec. Serang (Penyediaan sarana air bersih dan sanitasi dasar terutama bagi masyrakat berpenghasilan rendah permukiman),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2184330,Pengerasan Jalan Desa Penampaan Kec. Deleng Pokhison,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,124402,Peningkatan Interior Ruang Aula Fakultas Kedokteran dan Program Pascasarjana,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2996274,Peningkatan Ruas Jalan Padang Cermin - Bayas Jaya Kec. Way Khilau (Lanjutan),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,8202066,Pembangunan Jaringan Perpipaan Distribusi dan Retikulasi dari Global Mansion ke City Mall (Silpa DAK),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3463156,Normalisasi Sungai Tanjung Beringin (Tanjung Lubuk),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1084472,Belanja Modal Peralatan dan Mesin-Pengadaan Meubelair,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2143510,Pembuatan Jalan Cor Beton Desa Dirung Pundu,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,5201247,Harwat Ranmor Dinas Roda  2/4/6 RM untuk subsatker Polres dan Polsek Jajaran,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4089361,Pengadaan Pupuk Organik Perluasan Tanaman Pala Kab. Kepulauan Sula (052.V),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1383420,Pengaspalan Jalan Sosor Tolong - Lumban Sitinjak,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,795650,Peningkatan Jalan Tutuyan - Inalom,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6420291,Pengadaan PDU Kapasitas 10 ton/hari di Kabupaten Ponorogo,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1470048,Penanganan Genangan Sekitar SMP 18 Kel. Margadana,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4935260,PEMBANGUNAN SMP NEGERI 35 BANDUNG,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6273291,"Pembuatan Tanaman Reboisasi Pengayaan LMU Terpilih di DAS Pendukung Ketahanan Pangan pada KPHL Wilayah VI Kab. Kaur Blok II, 125 Ha",0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,47527114,"Belanja Modal Gedung dan Bangunan, rehabilitasi Gedung kantor KSOP Kelas V Pasuruan",0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,623465,Pekerjaan Pengadaan Peralatan Laboratorium Sistem Informasi Fakultas Sainteks UIN Raden Fatah Palembang Tahun 2018,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1997334,Pengadaan Peraga KIE KIT,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,9034044,RENOVASI DAN REHABILITASI GEDUNG KORLANTAS,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7366025,PENGADAAN TOGA LENGKAP S1 UPI DI LINGKUNGAN UNIVERSITAS TERBUKA SEMESTER GENAP TAHUN 2018,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2194330,Pembangunan Lantai JemurJagung,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2915274,Pembangunan Jembatan Beton Dsn. Umbul Rejo Desa Wates Kec. Way Ratai,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,5075041,Pembangunan Pelabuhan Laut Pulau Wakde di Kabupaten Sarmi,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3076413,"Pembangunan Reservoir SPAM Tanggumong, Kec. Sampang",0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,8069010,Pengadaan suku cadang mekanik (17 macam) PDAM Surya Sembada Kota Surabaya,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3478156,Pengerasan Jalan Desa Tugu Jaya Dusun 1 (Lempuing),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1457357,Supervisi Bidang Pengairan Paket I,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,9053252,Pembangunan Gedung Politeknik BPSDM Hukum dan HAM Tahun 2018,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2957250,Pengadaan dan Pemasangan Lampu Jalan Poros Benteng Gajah Pamanjengan,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1791298,"Pembangunan Rumah Dinas Yang Akan Diserahkan Kepada Pihak Ketiga, Pembangunan Rumah Kopel Kodim Tahap II",0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1359420,Pengaspalan Jalan Lumban Marbun Desa Banuarea,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6111099,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja Lainnya (Pembuatan TURAP (TPT) SMAN 1 Cigemblong Kab. Lebak),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,5329212,Pengadaan Pembangunan Pagar Keliling Nursery Jawa Timur,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3104589,Belanja Jasa Tenaga Kerja,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2061062,Pengawasan Pembangunan Pasar Rakyat Flamboyan,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2021641,"Pembangunan Drainase Kali Batas Tampa Garam Suprau, Kel. Suprau Distrik Maladumes Kota Sorong",0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2379609,Pemeliharaan Periodik Jalan Bataskota - Nangewer Kecamatan Sukabumi,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1770612,Rehab. SPAM Desa Wahang Kec. Pinu Pahar,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,531136,PENGADAAN PEKERJAAN KONSTRUKSI PERBAIKAN ATAP DAN PENGECATAN DINDING LUAR GEDUNG PROTOKOL DAN KONSULER TAHUN ANGGARAN 2018,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1835298,Peningkatan Jalan KM 10 BHD - SP. 5 Kuala Buayan,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7817022,-     Bantuan Sarana Produksi Cabai Besar Kabupaten Bintan,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1264239,Pengadaan Bangunan Gedung Garasi/Pool Mobil Damkar,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3408161,Peningkatan Jalan Wonorejo Desa Kesumbo Ampai,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4929237,Pembangunan RTH di Kotagajah,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1988334,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Kesehatan (UPT Puskesmas Kayen),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4547286,Pekerjaan Konstruksi Meterisasi LPJU Abonemen di Kecamatan Maos,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2152330,Pembukaan Jalan Desa Serke Kec. Lawe Sigala,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,9075044,PENGADAAN PEMBUATAN FILM DOKUMENTER POLRI TA.2018,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1117564,Belanja Modal Penyusunan Masterplen Rumah Sakit Tipe B,0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4777415,Pemeliharaan Berkala jalan Pakis-Wangun,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2731257,Rehabilitasi jembatan Gedebeg Ruas Jalan Gedebeg - Gandu Pucung Kec. Ngawen,0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4832415,Pemeliharaan Berkala jalan Poros Desa Wukirharjo-Dagangan,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1354420,Perkerasan Jalan  Jurusan Martona Bala (Rabat Beton),0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,35502127,Pemeliharaan Gedung Kantor,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,47455114,Supervisi Peningkatan Pembangunan Peningkatan Pelabuhan Muara Danau Toba (Lelang Tidak Mengikat),0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7500601,Belanja modal Pengadaan konstruksi Pembangunan Saluran Drainase Cibinong Timur Kp. Sampora Kelurahan Cibinong Kecamatan cibinong,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3021413,Peningkatan Jalan  di ruas Jalan PD Batukarang - Dharma Camplong,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12323016,Pengadaan Sarana Penerangan Listrik Tenaga Surya (PLTS) Portable,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2479200,Belanja Modal Konstruksi Rehabilitasi Sedang/Berat Pustu Bedadung Puskesmas Pakusari,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,9079044,PEMELIHARAAN KAPAL TIPE C2 POLRES ENDE (1 UNIT) KEGIATAN BELANJA BIAYA PEMELIHARAAN PERALATAN DAN MESIN (523121),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1513068,PEMBUATAN PAGAR KELILING CANDI MINAK JINGGO,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3681093,Rehabilitasi sedang/berat rumah gedung kantor,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,883324,Jalan Lingkungan Paket 12,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4874415,Peningkatan Jalan Lingkungan Atas Angin dan Belakang Pasar Kel. Gedongombo Kec. Semanding,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,772678,Pembangunan Rumah Analipu Kec. Bungku Utara,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4129361,Pembangunan Jalan Sentra Produksi Luari  Halmahera Utara,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,10798352,Belanja Jasa Konsultansi Perencanaan Pembentukan Pusat Pelatihan Olahraga Pelajar Daerah (PPOPD) Kabupaten Bekasi,0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4813415,Pembangunan Saluran Drainase ruas Jalan Poros Desa Plajan-Sidomulyo,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6239291,Pembangunan instalasi pengolah air limbah (IPAL) limbah jeans di Kabupaten Pekalongan tahun 2018,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,13880042,Pengadaan pupuk organik perluasan tanaman kopi arabika dan kopi robusta,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3881181,Belanja Modal Pengadaan Perlengkapan kantor,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2366059,Penanganan Pengaspalan Jalan Masuk ke Balai Benih Ikan (BBI) Kambitin Kec.Tanjung,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6852012,Pengadaan BIbit Tanaman Kopi dan Sarana Produksi Pertanian Untuk Kegiatan GEBER MLT di Kabupaten Barito Utara,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,8762027,Mesin Proses Lain lain Chopper,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,8055010,Pelatihan Otomotif - Mobil,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,22090047,Pekerjaan Waterproofing Dak Atap Gedung Central Medical Unit (CMU) 2,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1283374,"Belanja Modal Pengadaan Bangunan Pembuang Pengaman Sungai Saluran Drainase / Gorong -gorong Tulamalae, Tenukiik, Lolowa",0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2031492,PENGADAAN BAHAN RUMAH BARUGA MOICO (PAKET V),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2069157,Belanja bahan Bibit Tanaman hortikutura,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,47526114,Pengadaan Server Dan Aplikasi Pelayanan VTS Batam,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1444434,Pembangunan JUT Perkebunan ( Desa Lubuk Nambulan/Talang sinar Bulan/dan Desa Gunung Kerto Kec.Kikim Timur ),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2898234,"Belanja Modal Konstruksi Drainase (Jl. Samiun, Dsk)",0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,734466,Jasa telekomunikasi,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7436601,Pembangunan Jembatan Cilame-Citereup (Sta.0+400),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1886422,Pembangunan Kantor TPA,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,911571,PEMBUATAN GUDANG KPU KOTA KENDARI - PEKERJAAN FISIK,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7248333,Pemasangan PJU Sport Center,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1222607,Pembanguna Gereja di Kampung PAM,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2338104,Pengadaan Karoseri Truck Crane Kota Surakarta TA. 2018,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2776232,Pengadaan Buku Pendamping Pembelajaran tingkat SD,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,47644114,PENYUSUNAN BUKU SARANA TELEKOMUNIKASI PELAYARAN,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3874555,Pengadaan Peralatan Fasilitas Kantor,0.4,2018
